Product, ItemCount, RunningTotal, RowNo
core.chargeable.exchange, 1, 2154, 3788
core.chargeable.exchange, 22, 2176, 3796
core.chargeable.exchange, 15, 2191, 3802
core.chargeable.exchange, 1, 2192, 3810
core.chargeable.exchange, 1, 2193, 3816
core.chargeable.exchange, 2, 2195, 3822
core.chargeable.exchange, 2, 2197, 3830
core.chargeable.exchange, 2, 2199, 3836
core.chargeable.exchange, 16, 2215, 3842
core.chargeable.exchange, 1, 2216, 3848
core.chargeable.exchange, 3, 2219, 3854
core.chargeable.exchange, 1, 2220, 3860
core.chargeable.exchange, 10, 2230, 3866
core.chargeable.exchange, 1, 2231, 3872
core.chargeable.exchange, 3, 2234, 3882
core.chargeable.exchange, 1, 2235, 3888
core.chargeable.exchange, 1, 2236, 3896
core.chargeable.exchange, 1, 2237, 3902
core.chargeable.exchange, 3, 2240, 3908
core.chargeable.exchange, 3, 2243, 3914
core.chargeable.exchange, 1, 2244, 3920
core.chargeable.exchange, 15, 2259, 3926
core.chargeable.exchange, 4, 2263, 3931
core.chargeable.exchange, 1, 2264, 3937
core.chargeable.exchange, 2, 2266, 3946
core.chargeable.exchange, 4, 2270, 3952
core.chargeable.exchange, 1, 2271, 3958
core.chargeable.exchange, 27, 2298, 3964
core.chargeable.exchange, 9, 2307, 3970
core.chargeable.exchange, 4, 2311, 3976
core.chargeable.exchange, 2, 2313, 3981
core.chargeable.exchange, 2, 2315, 3986
core.chargeable.exchange, 4, 2319, 3990
core.chargeable.exchange, 19, 2338, 3995
core.chargeable.exchange, 3, 2341, 4001
core.chargeable.exchange, 7, 2348, 4006
core.chargeable.exchange, 3, 2351, 4011
core.chargeable.exchange, 2, 2353, 4019
core.chargeable.exchange, 1, 2354, 4025
core.chargeable.exchange, 5, 2359, 4032
core.chargeable.exchange, 5, 2364, 4036
core.chargeable.exchange, 1, 2365, 4041
core.chargeable.exchange, 2, 2367, 4046
core.chargeable.exchange, 2, 2369, 4056
core.chargeable.exchange, 1, 2370, 4061
core.chargeable.exchange, 1, 2371, 4066
core.chargeable.exchange, 1, 2372, 4071
core.chargeable.exchange, 1, 2373, 4076
core.chargeable.exchange, 1, 2374, 4086
core.chargeable.exchange, 1, 2375, 4091
core.chargeable.exchange, 3, 2378, 4096
core.chargeable.exchange, 1, 2379, 4103
core.chargeable.exchange, 4, 2383, 4108
core.chargeable.exchange, 1, 2384, 4113
core.chargeable.exchange, 1, 2385, 4120
core.chargeable.exchange, 3, 2388, 4125
core.chargeable.exchange, 1, 2389, 4130
core.chargeable.exchange, 1, 2390, 4135
core.chargeable.exchange, 1, 2391, 4142
core.chargeable.exchange, 23, 2414, 4147
core.chargeable.exchange, 18, 2432, 4152
core.chargeable.exchange, 2, 2434, 4157
core.chargeable.exchange, 3, 2437, 4162
core.chargeable.exchange, 2, 2439, 4167
core.chargeable.exchange, 6, 2445, 4172
core.chargeable.exchange, 1, 2446, 4177
core.chargeable.exchange, 1, 2447, 4182
core.chargeable.exchange, 4, 2451, 4187
core.chargeable.exchange, 10, 2461, 4192
core.chargeable.exchange, 5, 2466, 4197
core.chargeable.exchange, 19, 2485, 4202
core.chargeable.exchange, 3, 2488, 4209
core.chargeable.exchange, 3, 2491, 4214
core.chargeable.exchange, 1, 2492, 4221
core.chargeable.exchange, 3, 2495, 4226
core.chargeable.exchange, 4, 2499, 4232
core.chargeable.exchange, 1, 2500, 4237
core.chargeable.exchange, 9, 2509, 4248
core.chargeable.exchange, 3, 2512, 4253
core.chargeable.exchange, 2, 2514, 4258
core.chargeable.exchange, 4, 2518, 4263
core.chargeable.exchange, 5, 2523, 4269
core.chargeable.exchange, 3, 2526, 4274
core.chargeable.exchange, 1, 2527, 4279
core.chargeable.exchange, 1, 2528, 4284
core.chargeable.exchange, 3, 2531, 4289
core.chargeable.exchange, 1, 2532, 4294
core.chargeable.exchange, 2, 2534, 4299
core.chargeable.exchange, 1, 2535, 4304
core.chargeable.exchange, 1, 2536, 4309
core.chargeable.exchange, 1, 2537, 4314
core.chargeable.exchange, 1, 2538, 4319
core.chargeable.exchange, 1, 2539, 4324
core.chargeable.exchange, 3, 2542, 4329
core.chargeable.exchange, 3, 2545, 4334
core.chargeable.exchange, 5, 2550, 4339
core.chargeable.exchange, 1, 2551, 4344
core.chargeable.exchange, 93, 2644, 4349
core.chargeable.exchange, 1, 2645, 4354
core.chargeable.exchange, 1, 2646, 4359
core.chargeable.exchange, 1, 2647, 4366
core.chargeable.exchange, 12, 2659, 4371
core.chargeable.exchange, 22, 2681, 4376
core.chargeable.exchange, 9, 2690, 4381
core.chargeable.exchange, 12, 2702, 4386
core.chargeable.exchange, 1, 2703, 4391
core.chargeable.exchange, 11, 2714, 4396
core.chargeable.exchange, 14, 2728, 4401
core.chargeable.exchange, 10, 2738, 4406
core.chargeable.exchange, 5, 2743, 4411
core.chargeable.exchange, 1, 2744, 4416
core.chargeable.exchange, 2, 2746, 4421
core.chargeable.exchange, 53, 2799, 4426
core.chargeable.exchange, 1, 2800, 4431
core.chargeable.exchange, 2, 2802, 4436
core.chargeable.exchange, 2, 2804, 4441
core.chargeable.exchange, 9, 2813, 4446
core.chargeable.exchange, 1, 2814, 4451
core.chargeable.exchange, 1, 2815, 4458
core.chargeable.exchange, 2, 2817, 4463
core.chargeable.exchange, 1, 2818, 4468
core.chargeable.exchange, 8, 2826, 4473
core.chargeable.exchange, 2, 2828, 4478
core.chargeable.exchange, 1, 2829, 4483
core.chargeable.exchange, 1, 2830, 4488
core.chargeable.exchange, 3, 2833, 4493
core.chargeable.exchange, 2, 2835, 4498
core.chargeable.exchange, 2, 2837, 4503
core.chargeable.exchange, 1, 2838, 4508
core.chargeable.exchange, 5, 2843, 4513
core.chargeable.exchange, 1, 2844, 4518
core.chargeable.exchange, 1, 2845, 4523
core.chargeable.exchange, 13, 2858, 4528
core.chargeable.exchange, 9, 2867, 4533
core.chargeable.exchange, 1, 2868, 4538
core.chargeable.exchange, 5, 2873, 4543
core.chargeable.exchange, 1, 2874, 4548
core.chargeable.exchange, 1, 2875, 4553
core.chargeable.exchange, 1, 2876, 4558
core.chargeable.exchange, 1, 2877, 4563
core.chargeable.exchange, 36, 2913, 4568
core.chargeable.exchange, 1, 2914, 4573
core.chargeable.exchange, 5, 2919, 4578
core.chargeable.exchange, 3, 2922, 4583
core.chargeable.exchange, 1, 2923, 4588
core.chargeable.exchange, 1, 2924, 4593
core.chargeable.exchange, 6, 2930, 4600
core.chargeable.exchange, 1, 2931, 4608
core.chargeable.exchange, 1, 2932, 4613
core.chargeable.exchange, 2, 2934, 4618
core.chargeable.exchange, 1, 2935, 4623
core.chargeable.exchange, 1, 2936, 4628
core.chargeable.exchange, 26, 2962, 4633
core.chargeable.exchange, 1, 2963, 4638
core.chargeable.exchange, 42, 3005, 4643
core.chargeable.exchange, 1, 3006, 4648
core.chargeable.exchange, 1, 3007, 4653
core.chargeable.exchange, 4, 3011, 4658
core.chargeable.exchange, 19, 3030, 4663
core.chargeable.exchange, 1, 3031, 4668
core.chargeable.exchange, 1, 3032, 4673
core.chargeable.exchange, 1, 3033, 4678
core.chargeable.exchange, 2, 3035, 4683
core.chargeable.exchange, 1, 3036, 4690
core.chargeable.exchange, 1, 3037, 4695
core.chargeable.exchange, 3, 3040, 4700
core.chargeable.exchange, 4, 3044, 4705
core.chargeable.exchange, 1, 3045, 4710
core.chargeable.exchange, 2, 3047, 4715
core.chargeable.exchange, 5, 3052, 4720
core.chargeable.exchange, 2, 3054, 4725
core.chargeable.exchange, 3, 3057, 4733
core.chargeable.exchange, 1, 3058, 4738
core.chargeable.exchange, 2, 3060, 4743
core.chargeable.exchange, 6, 3066, 4748
core.chargeable.exchange, 1, 3067, 4753
core.chargeable.exchange, 2, 3069, 4758
core.chargeable.exchange, 12, 3081, 4763
core.chargeable.exchange, 3, 3084, 4768
core.chargeable.exchange, 2, 3086, 4773
core.chargeable.exchange, 3, 3089, 4778
core.chargeable.exchange, 3, 3092, 4788
core.chargeable.exchange, 1, 3093, 4793
core.chargeable.exchange, 5, 3098, 4798
core.chargeable.exchange, 1, 3099, 4803
core.chargeable.exchange, 5, 3104, 4808
core.chargeable.exchange, 1, 3105, 4813
core.chargeable.exchange, 1, 3106, 4818
core.chargeable.exchange, 13, 3119, 4823
core.chargeable.exchange, 4, 3123, 4828
core.chargeable.exchange, 5, 3128, 4833
core.chargeable.exchange, 2, 3130, 4839
core.chargeable.exchange, 1, 3131, 4844
core.chargeable.exchange, 1, 3132, 4849
core.chargeable.exchange, 1, 3133, 4854
core.chargeable.exchange, 2, 3135, 4859
core.chargeable.exchange, 1, 3136, 4864
core.chargeable.exchange, 15, 3151, 4869
core.chargeable.exchange, 2, 3153, 4876
core.chargeable.exchange, 49, 3202, 4881
core.chargeable.exchange, 6, 3208, 4886
core.chargeable.exchange, 6, 3214, 4891
core.chargeable.exchange, 6, 3220, 4896
core.chargeable.exchange, 1, 3221, 4901
core.chargeable.exchange, 1, 3222, 4906
core.chargeable.exchange, 13, 3235, 4911
core.chargeable.exchange, 20, 3255, 4916
core.chargeable.exchange, 1, 3256, 4921
core.chargeable.exchange, 15, 3271, 4926
core.chargeable.exchange, 2, 3273, 4931
core.chargeable.exchange, 3, 3276, 4936
core.chargeable.exchange, 2, 3278, 4941
core.chargeable.exchange, 3, 3281, 4946
core.chargeable.exchange, 1, 3282, 4951
core.chargeable.exchange, 2, 3284, 4956
core.chargeable.exchange, 16, 3300, 4961
core.chargeable.exchange, 1, 3301, 4966
core.chargeable.exchange, 1, 3302, 4971
core.chargeable.exchange, 4, 3306, 4976
core.chargeable.exchange, 12, 3318, 4981
core.chargeable.exchange, 27, 3345, 4986
core.chargeable.exchange, 1, 3346, 4991
core.chargeable.exchange, 1, 3347, 4996
core.chargeable.exchange, 3, 3350, 5001
core.chargeable.exchange, 53, 3403, 5006
core.chargeable.exchange, 5, 3408, 5012
core.chargeable.exchange, 57, 3465, 5017
core.chargeable.exchange, 3, 3468, 5022
core.chargeable.exchange, 1, 3469, 5027
core.chargeable.exchange, 7, 3476, 5032
core.chargeable.exchange, 1, 3477, 5039
core.chargeable.exchange, 1, 3478, 5044
core.chargeable.exchange, 4, 3482, 5049
core.chargeable.exchange, 1, 3483, 5054
core.chargeable.exchange, 1, 3484, 5059
core.chargeable.exchange, 3, 3487, 5064
core.chargeable.exchange, 3, 3490, 5069
core.chargeable.exchange, 1, 3491, 5073
core.chargeable.exchange, 2, 3493, 5078
core.chargeable.exchange, 1, 3494, 5085
core.chargeable.exchange, 1, 3495, 5090
core.chargeable.exchange, 2, 3497, 5095
core.chargeable.exchange, 7, 3504, 5100
core.chargeable.exchange, 1, 3505, 5105
core.chargeable.exchange, 1, 3506, 5110
core.chargeable.exchange, 3, 3509, 5115
core.chargeable.exchange, 1, 3510, 5120
core.chargeable.exchange, 1, 3511, 5125
core.chargeable.exchange, 2, 3513, 5132
core.chargeable.exchange, 11, 3524, 5137
core.chargeable.exchange, 4, 3528, 5143
core.chargeable.exchange, 68, 3596, 5148
core.chargeable.exchange, 2, 3598, 5153
core.chargeable.exchange, 3, 3601, 5158
core.chargeable.exchange, 9, 3610, 5163
core.chargeable.exchange, 1, 3611, 5168
core.chargeable.exchange, 13, 3624, 5176
core.chargeable.exchange, 1, 3625, 5181
core.chargeable.exchange, 1, 3626, 5186
core.chargeable.exchange, 1, 3627, 5191
core.chargeable.exchange, 1, 3628, 5196
core.chargeable.exchange, 7, 3635, 5201
core.chargeable.exchange, 1, 3636, 5206
core.chargeable.exchange, 1, 3637, 5211
core.chargeable.exchange, 5, 3642, 5216
core.chargeable.exchange, 1, 3643, 5221
core.chargeable.exchange, 1, 3644, 5226
core.chargeable.exchange, 1, 3645, 5231
core.chargeable.exchange, 1, 3646, 5236
core.chargeable.exchange, 3, 3649, 5241
core.chargeable.exchange, 2, 3651, 5246
core.chargeable.exchange, 1, 3652, 5251
core.chargeable.exchange, 1, 3653, 5256
core.chargeable.exchange, 1, 3654, 5261
core.chargeable.exchange, 2, 3656, 5266
core.chargeable.exchange, 10, 3666, 5274
core.chargeable.exchange, 1, 3667, 5281
core.chargeable.exchange, 1, 3668, 5286
core.chargeable.exchange, 5, 3673, 5291
core.chargeable.exchange, 17, 3690, 5296
core.chargeable.exchange, 1, 3691, 5301
core.chargeable.exchange, 1, 3692, 5306
core.chargeable.exchange, 1, 3693, 5311
core.chargeable.exchange, 2, 3695, 5316
core.chargeable.exchange, 3, 3698, 5321
core.chargeable.exchange, 1, 3699, 5326
core.chargeable.exchange, 6, 3705, 5331
core.chargeable.exchange, 5, 3710, 5338
core.chargeable.exchange, 9, 3719, 5343
core.chargeable.exchange, 3, 3722, 5348
core.chargeable.exchange, 179, 3901, 5353
core.chargeable.exchange, 4, 3905, 5358
core.chargeable.exchange, 1, 3906, 5363
core.chargeable.exchange, 1, 3907, 5368
core.chargeable.exchange, 1, 3908, 5373
core.chargeable.exchange, 3, 3911, 5378
core.chargeable.exchange, 1, 3912, 5383
core.chargeable.exchange, 2, 3914, 5388
core.chargeable.exchange, 2, 3916, 5393
core.chargeable.exchange, 12, 3928, 5398
core.chargeable.exchange, 1, 3929, 5403
core.chargeable.exchange, 1, 3930, 5408
core.chargeable.exchange, 18, 3948, 5413
core.chargeable.exchange, 1, 3949, 5418
core.chargeable.exchange, 1, 3950, 5423
core.chargeable.exchange, 1, 3951, 5428
core.chargeable.exchange, 8, 3959, 5437
core.chargeable.exchange, 2, 3961, 5442
core.chargeable.exchange, 4, 3965, 5447
core.chargeable.exchange, 2, 3967, 5452
core.chargeable.exchange, 1, 3968, 5457
core.chargeable.exchange, 1, 3969, 5463
core.chargeable.exchange, 2, 3971, 5468
core.chargeable.exchange, 1, 3972, 5473
core.chargeable.exchange, 21, 3993, 5478
core.chargeable.exchange, 1, 3994, 5483
core.chargeable.exchange, 5, 3999, 5488
core.chargeable.exchange, 6, 4005, 5493
core.chargeable.exchange, 1, 4006, 5498
core.chargeable.exchange, 3, 4009, 5503
core.chargeable.exchange, 5, 4014, 5508
core.chargeable.exchange, 5, 4019, 5513
core.chargeable.exchange, 6, 4025, 5518
core.chargeable.exchange, 1, 4026, 5523
core.chargeable.exchange, 1, 4027, 5528
core.chargeable.exchange, 2, 4029, 5533
core.chargeable.exchange, 1, 4030, 5538
core.chargeable.exchange, 1, 4031, 5545
core.chargeable.exchange, 1, 4032, 5550
core.chargeable.exchange, 2, 4034, 5555
core.chargeable.exchange, 1, 4035, 5560
core.chargeable.exchange, 1, 4036, 5565
core.chargeable.exchange, 1, 4037, 5570
core.chargeable.exchange, 6, 4043, 5575
core.chargeable.exchange, 2, 4045, 5580
core.chargeable.exchange, 1, 4046, 5585
core.chargeable.exchange, 16, 4062, 5590
core.chargeable.exchange, 15, 4077, 5595
core.chargeable.exchange, 5, 4082, 5600
core.chargeable.exchange, 1, 4083, 5606
core.chargeable.exchange, 1, 4084, 5611
core.chargeable.exchange, 1, 4085, 5616
core.chargeable.exchange, 6, 4091, 5621
core.chargeable.exchange, 2, 4093, 5626
core.chargeable.exchange, 10, 4103, 5631
core.chargeable.exchange, 6, 4109, 5636
core.chargeable.exchange, 66, 4175, 5641
core.chargeable.exchange, 2, 4177, 5646
core.chargeable.exchange, 5, 4182, 5651
core.chargeable.exchange, 14, 4196, 5656
core.chargeable.exchange, 81, 4277, 5661
core.chargeable.exchange, 26, 4303, 5666
core.chargeable.exchange, 121, 4424, 5671
core.chargeable.exchange, 6, 4430, 5678
core.chargeable.exchange, 1, 4431, 5683
core.chargeable.exchange, 1, 4432, 5688
core.chargeable.exchange, 2, 4434, 5693
core.chargeable.exchange, 164, 4598, 5701
core.chargeable.exchange, 2, 4600, 5708
core.chargeable.exchange, 1, 4601, 5713
core.chargeable.exchange, 1, 4602, 5718
core.chargeable.exchange, 1, 4603, 5725
core.chargeable.exchange, 12, 4615, 5730
core.chargeable.exchange, 1, 4616, 5735
core.chargeable.exchange, 1, 4617, 5740
core.chargeable.exchange, 2, 4619, 5745
core.chargeable.exchange, 2, 4621, 5750
core.chargeable.exchange, 3, 4624, 5755
core.chargeable.exchange, 1, 4625, 5760
core.chargeable.exchange, 15, 4640, 5766
core.chargeable.exchange, 6, 4646, 5771
core.chargeable.exchange, 4, 4650, 5776
core.chargeable.exchange, 4, 4654, 5781
core.chargeable.exchange, 1, 4655, 5786
core.chargeable.exchange, 1, 4656, 5791
core.chargeable.exchange, 2, 4658, 5797
core.chargeable.exchange, 31, 4689, 5804
core.chargeable.exchange, 10, 4699, 5809
core.chargeable.exchange, 7, 4706, 5814
core.chargeable.exchange, 1, 4707, 5819
core.chargeable.exchange, 3, 4710, 5824
core.chargeable.exchange, 22, 4732, 5829
core.chargeable.exchange, 5, 4737, 5835
core.chargeable.exchange, 10, 4747, 5840
core.chargeable.exchange, 9, 4756, 5845
core.chargeable.exchange, 7, 4763, 5850
core.chargeable.exchange, 13, 4776, 5855
core.chargeable.exchange, 4, 4780, 5860
core.chargeable.exchange, 2, 4782, 5869
core.chargeable.exchange, 19, 4801, 5874
core.chargeable.exchange, 1, 4802, 5879
core.chargeable.exchange, 2, 4804, 5884
core.chargeable.exchange, 280, 5084, 5889
core.chargeable.exchange, 1, 5085, 5894
core.chargeable.exchange, 1, 5086, 5899
core.chargeable.exchange, 3, 5089, 5904
core.chargeable.exchange, 1, 5090, 5909
core.chargeable.exchange, 11, 5101, 5914
core.chargeable.exchange, 2, 5103, 5919
core.chargeable.exchange, 6, 5109, 5924
core.chargeable.exchange, 10, 5119, 5929
core.chargeable.exchange, 19, 5138, 5934
core.chargeable.exchange, 1, 5139, 5940
core.chargeable.exchange, 11, 5150, 5945
core.chargeable.exchange, 6, 5156, 5950
core.chargeable.exchange, 1, 5157, 5957
core.chargeable.exchange, 7, 5164, 5962
core.chargeable.exchange, 2, 5166, 5967
core.chargeable.exchange, 1, 5167, 5972
core.chargeable.exchange, 2, 5169, 5977
core.chargeable.exchange, 1, 5170, 5982
core.chargeable.exchange, 3, 5173, 5988
core.chargeable.exchange, 1, 5174, 5995
core.chargeable.exchange, 16, 5190, 6000
core.chargeable.exchange, 2, 5192, 6005
core.chargeable.exchange, 4, 5196, 6010
core.chargeable.exchange, 2, 5198, 6015
core.chargeable.exchange, 1, 5199, 6020
core.chargeable.exchange, 1, 5200, 6027
core.chargeable.exchange, 8, 5208, 6032
core.chargeable.exchange, 8, 5216, 6037
core.chargeable.exchange, 2, 5218, 6042
core.chargeable.exchange, 2, 5220, 6047
core.chargeable.exchange, 1, 5221, 6052
core.chargeable.exchange, 6, 5227, 6057
core.chargeable.exchange, 15, 5242, 6062
core.chargeable.exchange, 1, 5243, 6067
core.chargeable.exchange, 20, 5263, 6072
core.chargeable.exchange, 18, 5281, 6077
core.chargeable.exchange, 5, 5286, 6083
core.chargeable.exchange, 4, 5290, 6088
core.chargeable.exchange, 26, 5316, 6093
core.chargeable.exchange, 1, 5317, 6098
core.chargeable.exchange, 1, 5318, 6103
core.chargeable.exchange, 118, 5436, 6108
core.chargeable.exchange, 11, 5447, 6113
core.chargeable.exchange, 1, 5448, 6118
core.chargeable.exchange, 1, 5449, 6123
core.chargeable.exchange, 1, 5450, 6128
core.chargeable.exchange, 1, 5451, 6133
core.chargeable.exchange, 90, 5541, 6138
core.chargeable.exchange, 1, 5542, 6143
core.chargeable.exchange, 8, 5550, 6150
core.chargeable.exchange, 1, 5551, 6155
core.chargeable.exchange, 1, 5552, 6162
core.chargeable.exchange, 5, 5557, 6167
core.chargeable.exchange, 3, 5560, 6172
core.chargeable.exchange, 5, 5565, 6180
core.chargeable.exchange, 1, 5566, 6185
core.chargeable.exchange, 10, 5576, 6190
core.chargeable.exchange, 4, 5580, 6195
core.chargeable.exchange, 1, 5581, 6200
core.chargeable.exchange, 40, 5621, 6207
core.chargeable.exchange, 6, 5627, 6213
core.chargeable.exchange, 2, 5629, 6218
core.chargeable.exchange, 10, 5639, 6223
core.chargeable.exchange, 1, 5640, 6228
core.chargeable.exchange, 1, 5641, 6233
core.chargeable.exchange, 20, 5661, 6238
core.chargeable.exchange, 1, 5662, 6243
core.chargeable.exchange, 1, 5663, 6248
core.chargeable.exchange, 2, 5665, 6253
core.chargeable.exchange, 1, 5666, 6258
core.chargeable.exchange, 6, 5672, 6263
core.chargeable.exchange, 4, 5676, 6268
core.chargeable.exchange, 2, 5678, 6273
core.chargeable.exchange, 18, 5696, 6278
core.chargeable.exchange, 1, 5697, 6283
core.chargeable.exchange, 2, 5699, 6288
core.chargeable.exchange, 1, 5700, 6293
core.chargeable.exchange, 15, 5715, 6301
core.chargeable.exchange, 2, 5717, 6306
core.chargeable.exchange, 1, 5718, 6311
core.chargeable.exchange, 3, 5721, 6316
core.chargeable.exchange, 10, 5731, 6321
core.chargeable.exchange, 10, 5741, 6326
core.chargeable.exchange, 1, 5742, 6333
core.chargeable.exchange, 1, 5743, 6338
core.chargeable.exchange, 4, 5747, 6343
core.chargeable.exchange, 1, 5748, 6348
core.chargeable.exchange, 2, 5750, 6353
core.chargeable.exchange, 2, 5752, 6358
core.chargeable.exchange, 5, 5757, 6363
core.chargeable.exchange, 1, 5758, 6368
core.chargeable.exchange, 1, 5759, 6373
core.chargeable.exchange, 1, 5760, 6378
core.chargeable.exchange, 2, 5762, 6383
core.chargeable.exchange, 1, 5763, 6388
core.chargeable.exchange, 26, 5789, 6393
core.chargeable.exchange, 2, 5791, 6398
core.chargeable.exchange, 1, 5792, 6403
core.chargeable.exchange, 6, 5798, 6408
core.chargeable.exchange, 6, 5804, 6413
core.chargeable.exchange, 1, 5805, 6418
core.chargeable.exchange, 15, 5820, 6423
core.chargeable.exchange, 6, 5826, 6428
core.chargeable.exchange, 2, 5828, 6435
core.chargeable.exchange, 4, 5832, 6440
core.chargeable.exchange, 6, 5838, 6447
core.chargeable.exchange, 17, 5855, 6452
core.chargeable.exchange, 1, 5856, 6457
core.chargeable.exchange, 2, 5858, 6462
core.chargeable.exchange, 1, 5859, 6468
core.chargeable.exchange, 4, 5863, 6473
core.chargeable.exchange, 1, 5864, 6478
core.chargeable.exchange, 14, 5878, 6483
core.chargeable.exchange, 6, 5884, 6488
core.chargeable.exchange, 5, 5889, 6495
core.chargeable.exchange, 14, 5903, 6500
core.chargeable.exchange, 38, 5941, 6506
core.chargeable.exchange, 2, 5943, 6512
core.chargeable.exchange, 13, 5956, 6517
core.chargeable.exchange, 2, 5958, 6522
core.chargeable.exchange, 1, 5959, 6527
core.chargeable.exchange, 1, 5960, 6532
core.chargeable.exchange, 1, 5961, 6537
core.chargeable.exchange, 1, 5962, 6542
core.chargeable.exchange, 1, 5963, 6547
core.chargeable.exchange, 1, 5964, 6552
core.chargeable.exchange, 1, 5965, 6560
core.chargeable.exchange, 2, 5967, 6565
core.chargeable.exchange, 1, 5968, 6570
core.chargeable.exchange, 1, 5969, 6575
core.chargeable.exchange, 12, 5981, 6580
core.chargeable.exchange, 1, 5982, 6585
core.chargeable.exchange, 3, 5985, 6590
core.chargeable.exchange, 1, 5986, 6595
core.chargeable.exchange, 5, 5991, 6600
core.chargeable.exchange, 2, 5993, 6605
core.chargeable.exchange, 1, 5994, 6612
core.chargeable.exchange, 2, 5996, 6617
core.chargeable.exchange, 2, 5998, 6622
core.chargeable.exchange, 2, 6000, 6627
core.chargeable.exchange, 9, 6009, 6632
core.chargeable.exchange, 1, 6010, 6637
core.chargeable.exchange, 1, 6011, 6642
core.chargeable.exchange, 7, 6018, 6647
core.chargeable.exchange, 10, 6028, 6652
core.chargeable.exchange, 4, 6032, 6657
core.chargeable.exchange, 2, 6034, 6662
core.chargeable.exchange, 6, 6040, 6667
core.chargeable.exchange, 2, 6042, 6678
core.chargeable.exchange, 6, 6048, 6683
core.chargeable.exchange, 5, 6053, 6688
core.chargeable.exchange, 31, 6084, 6695
core.chargeable.exchange, 12, 6096, 6700
core.chargeable.exchange, 1, 6097, 6709
core.chargeable.exchange, 2, 6099, 6716
core.chargeable.exchange, 11, 6110, 6721
core.chargeable.exchange, 2, 6112, 6726
core.chargeable.exchange, 24, 6136, 6731
core.chargeable.exchange, 14, 6150, 6738
core.chargeable.exchange, 5, 6155, 6749
core.chargeable.exchange, 1, 6156, 6754
core.chargeable.exchange, 1, 6157, 6759
core.chargeable.exchange, 6, 6163, 6764
core.chargeable.exchange, 1, 6164, 6769
core.chargeable.exchange, 7, 6171, 6774
core.chargeable.exchange, 2, 6173, 6779
core.chargeable.exchange, 1, 6174, 6790
core.chargeable.exchange, 5, 6179, 6797
core.chargeable.exchange, 13, 6192, 6802
core.chargeable.exchange, 7, 6199, 6807
core.chargeable.exchange, 2, 6201, 6812
core.chargeable.exchange, 24, 6225, 6817
core.chargeable.exchange, 13, 6238, 6822
core.chargeable.exchange, 1, 6239, 6827
core.chargeable.exchange, 1, 6240, 6832
core.chargeable.exchange, 1, 6241, 6837
core.chargeable.exchange, 14, 6255, 6846
core.chargeable.exchange, 1, 6256, 6851
core.chargeable.exchange, 1, 6257, 6856
core.chargeable.exchange, 2, 6259, 6861
core.chargeable.exchange, 1, 6260, 6866
core.chargeable.exchange, 10, 6270, 6871
core.chargeable.exchange, 13, 6283, 6876
core.chargeable.exchange, 101, 6384, 6881
core.chargeable.exchange, 1, 6385, 6886
core.chargeable.exchange, 3, 6388, 6891
core.chargeable.exchange, 1, 6389, 6896
core.chargeable.exchange, 9, 6398, 6901
core.chargeable.exchange, 2, 6400, 6906
core.chargeable.exchange, 1, 6401, 6911
core.chargeable.exchange, 9, 6410, 6916
core.chargeable.exchange, 4, 6414, 6921
core.chargeable.exchange, 1, 6415, 6926
core.chargeable.exchange, 1, 6416, 6934
core.chargeable.exchange, 1, 6417, 6939
core.chargeable.exchange, 2, 6419, 6944
core.chargeable.exchange, 1, 6420, 6949
core.chargeable.exchange, 4, 6424, 6956
core.chargeable.exchange, 1, 6425, 6961
core.chargeable.exchange, 1, 6426, 6966
core.chargeable.exchange, 4, 6430, 6971
core.chargeable.exchange, 1, 6431, 6976
core.chargeable.exchange, 2, 6433, 6983
core.chargeable.exchange, 7, 6440, 6988
core.chargeable.exchange, 2, 6442, 6993
core.chargeable.exchange, 12, 6454, 6999
core.chargeable.exchange, 1, 6455, 7004
core.chargeable.exchange, 4, 6459, 7009
core.chargeable.exchange, 2, 6461, 7016
core.chargeable.exchange, 18, 6479, 7021
core.chargeable.exchange, 1, 6480, 7028
core.chargeable.exchange, 5, 6485, 7033
core.chargeable.exchange, 1, 6486, 7038
core.chargeable.exchange, 1, 6487, 7043
core.chargeable.exchange, 3, 6490, 7048
core.chargeable.exchange, 1, 6491, 7053
core.chargeable.exchange, 12, 6503, 7058
core.chargeable.exchange, 1, 6504, 7063
core.chargeable.exchange, 5, 6509, 7068
core.chargeable.exchange, 1, 6510, 7073
core.chargeable.exchange, 1, 6511, 7078
core.chargeable.exchange, 1, 6512, 7083
core.chargeable.exchange, 40, 6552, 7090
core.chargeable.exchange, 1, 6553, 7095
core.chargeable.exchange, 2, 6555, 7100
core.chargeable.exchange, 1, 6556, 7105
core.chargeable.exchange, 1, 6557, 7110
core.chargeable.exchange, 1, 6558, 7115
core.chargeable.exchange, 2, 6560, 7120
core.chargeable.exchange, 1, 6561, 7125
core.chargeable.exchange, 1, 6562, 7130
core.chargeable.exchange, 7, 6569, 7141
core.chargeable.exchange, 35, 6604, 7146
core.chargeable.exchange, 2, 6606, 7151
core.chargeable.exchange, 6, 6612, 7156
core.chargeable.exchange, 1, 6613, 7161
core.chargeable.exchange, 1, 6614, 7166
core.chargeable.exchange, 78, 6692, 7171
core.chargeable.exchange, 17, 6709, 7177
core.chargeable.exchange, 1, 6710, 7184
core.chargeable.exchange, 4, 6714, 7189
core.chargeable.exchange, 22, 6736, 7194
