Product, ItemCount, RunningTotal, RowNo
core.chargeable.exchange, 5, 6741, 7199
core.chargeable.exchange, 5, 6746, 7204
core.chargeable.exchange, 1, 6747, 7209
core.chargeable.exchange, 5, 6752, 7214
core.chargeable.exchange, 180, 6932, 7219
core.chargeable.exchange, 1, 6933, 7225
core.chargeable.exchange, 1, 6934, 7230
core.chargeable.exchange, 2, 6936, 7235
core.chargeable.exchange, 6, 6942, 7240
core.chargeable.exchange, 5, 6947, 7245
core.chargeable.exchange, 2, 6949, 7250
core.chargeable.exchange, 25, 6974, 7255
core.chargeable.exchange, 1, 6975, 7265
core.chargeable.exchange, 20, 6995, 7270
core.chargeable.exchange, 7, 7002, 7275
core.chargeable.exchange, 1, 7003, 7280
core.chargeable.exchange, 6, 7009, 7285
core.chargeable.exchange, 5, 7014, 7290
core.chargeable.exchange, 11, 7025, 7295
core.chargeable.exchange, 9, 7034, 7302
core.chargeable.exchange, 12, 7046, 7307
core.chargeable.exchange, 4, 7050, 7312
core.chargeable.exchange, 1, 7051, 7317
core.chargeable.exchange, 4, 7055, 7322
core.chargeable.exchange, 3, 7058, 7327
core.chargeable.exchange, 2, 7060, 7332
core.chargeable.exchange, 2, 7062, 7337
core.chargeable.exchange, 5, 7067, 7342
core.chargeable.exchange, 7, 7074, 7347
core.chargeable.exchange, 3, 7077, 7352
core.chargeable.exchange, 1, 7078, 7357
core.chargeable.exchange, 1, 7079, 7362
core.chargeable.exchange, 9, 7088, 7367
core.chargeable.exchange, 2, 7090, 7372
core.chargeable.exchange, 1, 7091, 7379
core.chargeable.exchange, 7, 7098, 7384
core.chargeable.exchange, 1, 7099, 7389
core.chargeable.exchange, 3, 7102, 7394
core.chargeable.exchange, 1, 7103, 7399
core.chargeable.exchange, 3, 7106, 7404
core.chargeable.exchange, 1, 7107, 7409
core.chargeable.exchange, 10, 7117, 7414
core.chargeable.exchange, 5, 7122, 7419
core.chargeable.exchange, 4, 7126, 7424
core.chargeable.exchange, 1, 7127, 7435
core.chargeable.exchange, 3, 7130, 7440
core.chargeable.exchange, 1, 7131, 7445
core.chargeable.exchange, 2, 7133, 7450
core.chargeable.exchange, 1, 7134, 7455
core.chargeable.exchange, 9, 7143, 7460
core.chargeable.exchange, 1, 7144, 7465
core.chargeable.exchange, 2, 7146, 7470
core.chargeable.exchange, 1, 7147, 7475
core.chargeable.exchange, 22, 7169, 7480
core.chargeable.exchange, 1, 7170, 7486
core.chargeable.exchange, 14, 7184, 7491
core.chargeable.exchange, 14, 7198, 7496
core.chargeable.exchange, 5, 7203, 7503
core.chargeable.exchange, 4, 7207, 7510
core.chargeable.exchange, 1, 7208, 7515
core.chargeable.exchange, 1, 7209, 7520
core.chargeable.exchange, 3, 7212, 7529
core.chargeable.exchange, 10, 7222, 7534
core.chargeable.exchange, 1, 7223, 7539
core.chargeable.exchange, 3, 7226, 7544
core.chargeable.exchange, 1, 7227, 7549
core.chargeable.exchange, 1, 7228, 7554
core.chargeable.exchange, 5, 7233, 7559
core.chargeable.exchange, 13, 7246, 7564
core.chargeable.exchange, 12, 7258, 7569
core.chargeable.exchange, 48, 7306, 7574
core.chargeable.exchange, 4, 7310, 7579
core.chargeable.exchange, 1, 7311, 7584
core.chargeable.exchange, 1, 7312, 7589
core.chargeable.exchange, 4, 7316, 7594
core.chargeable.exchange, 8, 7324, 7599
core.chargeable.exchange, 8, 7332, 7604
core.chargeable.exchange, 4, 7336, 7609
core.chargeable.exchange, 3, 7339, 7614
core.chargeable.exchange, 4, 7343, 7619
core.chargeable.exchange, 1, 7344, 7624
core.chargeable.exchange, 3, 7347, 7629
core.chargeable.exchange, 1, 7348, 7641
core.chargeable.exchange, 1, 7349, 7646
core.chargeable.exchange, 1, 7350, 7651
core.chargeable.exchange, 13, 7363, 7658
core.chargeable.exchange, 1, 7364, 7667
core.chargeable.exchange, 4, 7368, 7674
core.chargeable.exchange, 11, 7379, 7679
core.chargeable.exchange, 4, 7383, 7684
core.chargeable.exchange, 21, 7404, 7689
core.chargeable.exchange, 67, 7471, 7694
core.chargeable.exchange, 30, 7501, 7700
core.chargeable.exchange, 1, 7502, 7705
core.chargeable.exchange, 2, 7504, 7710
core.chargeable.exchange, 6, 7510, 7715
core.chargeable.exchange, 1, 7511, 7720
core.chargeable.exchange, 16, 7527, 7726
core.chargeable.exchange, 3, 7530, 7732
core.chargeable.exchange, 1, 7531, 7737
core.chargeable.exchange, 1, 7532, 7742
core.chargeable.exchange, 3, 7535, 7747
core.chargeable.exchange, 3, 7538, 7752
core.chargeable.exchange, 1, 7539, 7757
core.chargeable.exchange, 5, 7544, 7762
core.chargeable.exchange, 11, 7555, 7767
core.chargeable.exchange, 17, 7572, 7774
core.chargeable.exchange, 5, 7577, 7779
core.chargeable.exchange, 1, 7578, 7786
core.chargeable.exchange, 2, 7580, 7797
core.chargeable.exchange, 26, 7606, 7802
core.chargeable.exchange, 1, 7607, 7807
core.chargeable.exchange, 13, 7620, 7812
core.chargeable.exchange, 10, 7630, 7818
core.chargeable.exchange, 2, 7632, 7823
core.chargeable.exchange, 4, 7636, 7828
core.chargeable.exchange, 2, 7638, 7833
core.chargeable.exchange, 1, 7639, 7838
core.chargeable.exchange, 1, 7640, 7843
core.chargeable.exchange, 50, 7690, 7850
core.chargeable.exchange, 9, 7699, 7857
core.chargeable.exchange, 6, 7705, 7868
core.chargeable.exchange, 3, 7708, 7874
core.chargeable.exchange, 4, 7712, 7879
core.chargeable.exchange, 5, 7717, 7884
core.chargeable.exchange, 6, 7723, 7891
core.chargeable.exchange, 6, 7729, 7897
core.chargeable.exchange, 3, 7732, 7903
core.chargeable.exchange, 16, 7748, 7909
core.chargeable.exchange, 4, 7752, 7916
core.chargeable.exchange, 1, 7753, 7921
core.chargeable.exchange, 3, 7756, 7926
core.chargeable.exchange, 1, 7757, 7931
core.chargeable.exchange, 1, 7758, 7936
core.chargeable.exchange, 2, 7760, 7941
core.chargeable.exchange, 6, 7766, 7946
core.chargeable.exchange, 6, 7772, 7953
core.chargeable.exchange, 2, 7774, 7958
core.chargeable.exchange, 6, 7780, 7963
core.chargeable.exchange, 1, 7781, 7968
core.chargeable.exchange, 1, 7782, 7973
core.chargeable.exchange, 15, 7797, 7980
core.chargeable.exchange, 17, 7814, 7985
core.chargeable.exchange, 3, 7817, 7998
core.chargeable.exchange, 1, 7818, 8003
core.chargeable.exchange, 8, 7826, 8008
core.chargeable.exchange, 8, 7834, 8015
core.chargeable.exchange, 1, 7835, 8020
core.chargeable.exchange, 1, 7836, 8025
core.chargeable.exchange, 1, 7837, 8030
core.chargeable.exchange, 1, 7838, 8035
core.chargeable.exchange, 1, 7839, 8040
core.chargeable.exchange, 1, 7840, 8045
core.chargeable.exchange, 3, 7843, 8050
core.chargeable.exchange, 4, 7847, 8055
core.chargeable.exchange, 23, 7870, 8060
core.chargeable.exchange, 35, 7905, 8065
core.chargeable.exchange, 3, 7908, 8070
core.chargeable.exchange, 7, 7915, 8075
core.chargeable.exchange, 1, 7916, 8080
core.chargeable.exchange, 1, 7917, 8086
core.chargeable.exchange, 20, 7937, 8091
core.chargeable.exchange, 1, 7938, 8098
core.chargeable.exchange, 4, 7942, 8103
core.chargeable.exchange, 16, 7958, 8108
core.chargeable.exchange, 9, 7967, 8113
core.chargeable.exchange, 14, 7981, 8118
core.chargeable.exchange, 1, 7982, 8123
core.chargeable.exchange, 91, 8073, 8128
core.chargeable.exchange, 2, 8075, 8133
core.chargeable.exchange, 1, 8076, 8138
core.chargeable.exchange, 1, 8077, 8143
core.chargeable.exchange, 1, 8078, 8148
core.chargeable.exchange, 1, 8079, 8155
core.chargeable.exchange, 1, 8080, 8160
core.chargeable.exchange, 1, 8081, 8165
core.chargeable.exchange, 1, 8082, 8172
core.chargeable.exchange, 14, 8096, 8177
core.chargeable.exchange, 2, 8098, 8182
core.chargeable.exchange, 1, 8099, 8189
core.chargeable.exchange, 1, 8100, 8194
core.chargeable.exchange, 1, 8101, 8199
core.chargeable.exchange, 1, 8102, 8204
core.chargeable.exchange, 5, 8107, 8209
core.chargeable.exchange, 8, 8115, 8214
core.chargeable.exchange, 2, 8117, 8219
core.chargeable.exchange, 1, 8118, 8224
core.chargeable.exchange, 8, 8126, 8229
core.chargeable.exchange, 1, 8127, 8234
core.chargeable.exchange, 2, 8129, 8239
core.chargeable.exchange, 1, 8130, 8244
core.chargeable.exchange, 1, 8131, 8249
core.chargeable.exchange, 1, 8132, 8254
core.chargeable.exchange, 2, 8134, 8259
core.chargeable.exchange, 2, 8136, 8264
core.chargeable.exchange, 1, 8137, 8269
core.chargeable.exchange, 1, 8138, 8274
core.chargeable.exchange, 1, 8139, 8279
core.chargeable.exchange, 1, 8140, 8284
core.chargeable.exchange, 2, 8142, 8289
core.chargeable.exchange, 8, 8150, 8294
core.chargeable.exchange, 1, 8151, 8299
core.chargeable.exchange, 1, 8152, 8304
core.chargeable.exchange, 1, 8153, 8309
core.chargeable.exchange, 1, 8154, 8316
core.chargeable.exchange, 1, 8155, 8321
core.chargeable.exchange, 1, 8156, 8326
core.chargeable.exchange, 6, 8162, 8332
core.chargeable.exchange, 1, 8163, 8337
core.chargeable.exchange, 2, 8165, 8342
core.chargeable.exchange, 1, 8166, 8347
core.chargeable.exchange, 1, 8167, 8352
core.chargeable.exchange, 13, 8180, 8357
core.chargeable.exchange, 4, 8184, 8362
core.chargeable.exchange, 3, 8187, 8367
core.chargeable.exchange, 3, 8190, 8372
core.chargeable.exchange, 1, 8191, 8377
core.chargeable.exchange, 1, 8192, 8382
core.chargeable.exchange, 1, 8193, 8387
core.chargeable.exchange, 1, 8194, 8392
core.chargeable.exchange, 13, 8207, 8397
core.chargeable.exchange, 1, 8208, 8402
core.chargeable.exchange, 1, 8209, 8407
core.chargeable.exchange, 29, 8238, 8412
core.chargeable.exchange, 3, 8241, 8417
core.chargeable.exchange, 1, 8242, 8422
core.chargeable.exchange, 1, 8243, 8427
core.chargeable.exchange, 2, 8245, 8432
core.chargeable.exchange, 8, 8253, 8437
core.chargeable.exchange, 1, 8254, 8442
core.chargeable.exchange, 5, 8259, 8447
core.chargeable.exchange, 2, 8261, 8452
core.chargeable.exchange, 5, 8266, 8457
core.chargeable.exchange, 7, 8273, 8462
core.chargeable.exchange, 2, 8275, 8467
core.chargeable.exchange, 1, 8276, 8472
core.chargeable.exchange, 2, 8278, 8477
core.chargeable.exchange, 1, 8279, 8482
core.chargeable.exchange, 2, 8281, 8487
core.chargeable.exchange, 1, 8282, 8492
core.chargeable.exchange, 2, 8284, 8497
core.chargeable.exchange, 63, 8347, 8503
core.chargeable.exchange, 6, 8353, 8509
core.chargeable.exchange, 3, 8356, 8514
core.chargeable.exchange, 19, 8375, 8519
core.chargeable.exchange, 3, 8378, 8524
core.chargeable.exchange, 1, 8379, 8529
core.chargeable.exchange, 15, 8394, 8534
core.chargeable.exchange, 19, 8413, 8539
core.chargeable.exchange, 8, 8421, 8544
core.chargeable.exchange, 2, 8423, 8549
core.chargeable.exchange, 1, 8424, 8554
core.chargeable.exchange, 4, 8428, 8559
core.chargeable.exchange, 2, 8430, 8564
core.chargeable.exchange, 34, 8464, 8569
core.chargeable.exchange, 1, 8465, 8574
core.chargeable.exchange, 3, 8468, 8579
core.chargeable.exchange, 15, 8483, 8584
core.chargeable.exchange, 30, 8513, 8589
core.chargeable.exchange, 4, 8517, 8594
core.chargeable.exchange, 14, 8531, 8599
core.chargeable.exchange, 1, 8532, 8604
core.chargeable.exchange, 7, 8539, 8609
core.chargeable.exchange, 1, 8540, 8614
core.chargeable.exchange, 1, 8541, 8619
core.chargeable.exchange, 10, 8551, 8624
core.chargeable.exchange, 7, 8558, 8629
core.chargeable.exchange, 3, 8561, 8634
core.chargeable.exchange, 2, 8563, 8639
core.chargeable.exchange, 9, 8572, 8644
core.chargeable.exchange, 3, 8575, 8649
core.chargeable.exchange, 1, 8576, 8659
core.chargeable.exchange, 1, 8577, 8664
core.chargeable.exchange, 1, 8578, 8669
core.chargeable.exchange, 1, 8579, 8674
core.chargeable.exchange, 1, 8580, 8680
core.chargeable.exchange, 1, 8581, 8685
core.chargeable.exchange, 16, 8597, 8690
core.chargeable.exchange, 3, 8600, 8695
core.chargeable.exchange, 1, 8601, 8700
core.chargeable.exchange, 5, 8606, 8705
core.chargeable.exchange, 3, 8609, 8710
core.chargeable.exchange, 23, 8632, 8715
core.chargeable.exchange, 50, 8682, 8720
core.chargeable.exchange, 2, 8684, 8727
core.chargeable.exchange, 5, 8689, 8732
core.chargeable.exchange, 24, 8713, 8737
core.chargeable.exchange, 274, 8987, 8742
core.chargeable.exchange, 1, 8988, 8748
core.chargeable.exchange, 174, 9162, 8753
core.chargeable.exchange, 1, 9163, 8758
core.chargeable.exchange, 1, 9164, 8763
core.chargeable.exchange, 1, 9165, 8770
core.chargeable.exchange, 1, 9166, 8775
core.chargeable.exchange, 2, 9168, 8780
core.chargeable.exchange, 1, 9169, 8785
core.chargeable.exchange, 2, 9171, 8790
core.chargeable.exchange, 2, 9173, 8795
core.chargeable.exchange, 1, 9174, 8800
core.chargeable.exchange, 19, 9193, 8805
core.chargeable.exchange, 1, 9194, 8810
core.chargeable.exchange, 5, 9199, 8819
core.chargeable.exchange, 5, 9204, 8824
core.chargeable.exchange, 1, 9205, 8829
core.chargeable.exchange, 11, 9216, 8835
core.chargeable.exchange, 2, 9218, 8840
core.chargeable.exchange, 1, 9219, 8845
core.chargeable.exchange, 1, 9220, 8850
core.chargeable.exchange, 6, 9226, 8855
core.chargeable.exchange, 15, 9241, 8860
core.chargeable.exchange, 4, 9245, 8865
core.chargeable.exchange, 2, 9247, 8870
core.chargeable.exchange, 4, 9251, 8875
core.chargeable.exchange, 2, 9253, 8880
core.chargeable.exchange, 1, 9254, 8885
core.chargeable.exchange, 1, 9255, 8892
core.chargeable.exchange, 1, 9256, 8899
core.chargeable.exchange, 1, 9257, 8904
core.chargeable.exchange, 1, 9258, 8909
core.chargeable.exchange, 1, 9259, 8914
core.chargeable.exchange, 6, 9265, 8919
core.chargeable.exchange, 1, 9266, 8924
core.chargeable.exchange, 1, 9267, 8929
core.chargeable.exchange, 2, 9269, 8934
core.chargeable.exchange, 3, 9272, 8939
core.chargeable.exchange, 5, 9277, 8945
core.chargeable.exchange, 1, 9278, 8950
core.chargeable.exchange, 1, 9279, 8955
core.chargeable.exchange, 1, 9280, 8962
core.chargeable.exchange, 1, 9281, 8967
core.chargeable.exchange, 4, 9285, 8972
core.chargeable.exchange, 13, 9298, 8977
core.chargeable.exchange, 13, 9311, 8985
core.chargeable.exchange, 1, 9312, 8990
core.chargeable.exchange, 3, 9315, 8995
core.chargeable.exchange, 4, 9319, 9000
core.chargeable.exchange, 3, 9322, 9005
core.chargeable.exchange, 3, 9325, 9010
core.chargeable.exchange, 8, 9333, 9015
core.chargeable.exchange, 4, 9337, 9021
core.chargeable.exchange, 10, 9347, 9026
core.chargeable.exchange, 1, 9348, 9031
core.chargeable.exchange, 3, 9351, 9036
core.chargeable.exchange, 24, 9375, 9041
core.chargeable.exchange, 4, 9379, 9047
core.chargeable.exchange, 9, 9388, 9052
core.chargeable.exchange, 7, 9395, 9057
core.chargeable.exchange, 3, 9398, 9062
core.chargeable.exchange, 8, 9406, 9069
core.chargeable.exchange, 11, 9417, 9075
core.chargeable.exchange, 5, 9422, 9081
core.chargeable.exchange, 3, 9425, 9088
core.chargeable.exchange, 7, 9432, 9093
core.chargeable.exchange, 3, 9435, 9098
core.chargeable.exchange, 1, 9436, 9103
core.chargeable.exchange, 6, 9442, 9108
core.chargeable.exchange, 5, 9447, 9113
core.chargeable.exchange, 5, 9452, 9118
core.chargeable.exchange, 2, 9454, 9123
core.chargeable.exchange, 9, 9463, 9131
core.chargeable.exchange, 10, 9473, 9137
core.chargeable.exchange, 7, 9480, 9142
core.chargeable.exchange, 74, 9554, 9150
core.chargeable.exchange, 6, 9560, 9156
core.chargeable.exchange, 11, 9571, 9164
core.chargeable.exchange, 3, 9574, 9169
core.chargeable.exchange, 9, 9583, 9176
core.chargeable.exchange, 9, 9592, 9181
core.chargeable.exchange, 1, 9593, 9190
core.chargeable.exchange, 1, 9594, 9197
core.chargeable.exchange, 7, 9601, 9202
core.chargeable.exchange, 2, 9603, 9207
core.chargeable.exchange, 4, 9607, 9212
core.chargeable.exchange, 1, 9608, 9217
core.chargeable.exchange, 1, 9609, 9222
core.chargeable.exchange, 3, 9612, 9227
core.chargeable.exchange, 2, 9614, 9233
core.chargeable.exchange, 2, 9616, 9238
core.chargeable.exchange, 2, 9618, 9245
core.chargeable.exchange, 1, 9619, 9250
core.chargeable.exchange, 16, 9635, 9255
core.chargeable.exchange, 4, 9639, 9261
core.chargeable.exchange, 2, 9641, 9266
core.chargeable.exchange, 1, 9642, 9271
core.chargeable.exchange, 1, 9643, 9276
core.chargeable.exchange, 11, 9654, 9282
core.chargeable.exchange, 2, 9656, 9287
core.chargeable.exchange, 3, 9659, 9293
core.chargeable.exchange, 3, 9662, 9298
core.chargeable.exchange, 4, 9666, 9305
core.chargeable.exchange, 9, 9675, 9311
core.chargeable.exchange, 17, 9692, 9316
core.chargeable.exchange, 14, 9706, 9321
core.chargeable.exchange, 1, 9707, 9326
core.chargeable.exchange, 3, 9710, 9331
core.chargeable.exchange, 1, 9711, 9336
core.chargeable.exchange, 1, 9712, 9341
core.chargeable.exchange, 1, 9713, 9346
core.chargeable.exchange, 41, 9754, 9351
core.chargeable.exchange, 1, 9755, 9356
core.chargeable.exchange, 5, 9760, 9361
core.chargeable.exchange, 3, 9763, 9366
core.chargeable.exchange, 12, 9775, 9371
core.chargeable.exchange, 2, 9777, 9376
core.chargeable.exchange, 2, 9779, 9381
core.chargeable.exchange, 1, 9780, 9386
core.chargeable.exchange, 16, 9796, 9391
core.chargeable.exchange, 10, 9806, 9396
core.chargeable.exchange, 1, 9807, 9401
core.chargeable.exchange, 22, 9829, 9406
core.chargeable.exchange, 8, 9837, 9411
core.chargeable.exchange, 2, 9839, 9416
core.chargeable.exchange, 5, 9844, 9421
core.chargeable.exchange, 1, 9845, 9427
core.chargeable.exchange, 10, 9855, 9432
core.chargeable.exchange, 6, 9861, 9440
core.chargeable.exchange, 11, 9872, 9445
core.chargeable.exchange, 5, 9877, 9450
core.chargeable.exchange, 17, 9894, 9455
core.chargeable.exchange, 3, 9897, 9461
core.chargeable.exchange, 10, 9907, 9466
core.chargeable.exchange, 143, 10050, 9472
core.chargeable.exchange, 1, 10051, 9477
core.chargeable.exchange, 5, 10056, 9482
core.chargeable.exchange, 1, 10057, 9487
core.chargeable.exchange, 5, 10062, 9492
core.chargeable.exchange, 1, 10063, 9497
core.chargeable.exchange, 1, 10064, 9502
core.chargeable.exchange, 1, 10065, 9509
core.chargeable.exchange, 15, 10080, 9514
core.chargeable.exchange, 1, 10081, 9521
core.chargeable.exchange, 4, 10085, 9526
core.chargeable.exchange, 2, 10087, 9531
core.chargeable.exchange, 15, 10102, 9539
core.chargeable.exchange, 21, 10123, 9544
core.chargeable.exchange, 14, 10137, 9553
core.chargeable.exchange, 1, 10138, 9559
core.chargeable.exchange, 5, 10143, 9564
core.chargeable.exchange, 26, 10169, 9569
core.chargeable.exchange, 42, 10211, 9581
core.chargeable.exchange, 15, 10226, 9587
core.chargeable.exchange, 24, 10250, 9592
core.chargeable.exchange, 8, 10258, 9598
core.chargeable.exchange, 12, 10270, 9603
core.chargeable.exchange, 1, 10271, 9608
core.chargeable.exchange, 4, 10275, 9613
core.chargeable.exchange, 2, 10277, 9618
core.chargeable.exchange, 9, 10286, 9623
core.chargeable.exchange, 1, 10287, 9628
core.chargeable.exchange, 9, 10296, 9634
core.chargeable.exchange, 10, 10306, 9640
core.chargeable.exchange, 8, 10314, 9645
core.chargeable.exchange, 4, 10318, 9650
core.chargeable.exchange, 22, 10340, 9655
core.chargeable.exchange, 1, 10341, 9660
core.chargeable.exchange, 2, 10343, 9665
core.chargeable.exchange, 9, 10352, 9670
core.chargeable.exchange, 24, 10376, 9675
core.chargeable.exchange, 6, 10382, 9680
core.chargeable.exchange, 11, 10393, 9687
core.chargeable.exchange, 21, 10414, 9692
core.chargeable.exchange, 15, 10429, 9698
core.chargeable.exchange, 1, 10430, 9703
core.chargeable.exchange, 1, 10431, 9708
core.chargeable.exchange, 140, 10571, 9713
core.chargeable.exchange, 5, 10576, 9719
core.chargeable.exchange, 7, 10583, 9724
core.chargeable.exchange, 1, 10584, 9729
core.chargeable.exchange, 1, 10585, 9734
core.chargeable.exchange, 1, 10586, 9739
core.chargeable.exchange, 4, 10590, 9744
core.chargeable.exchange, 2, 10592, 9749
core.chargeable.exchange, 1, 10593, 9754
core.chargeable.exchange, 1, 10594, 9764
core.chargeable.exchange, 15, 10609, 9772
core.chargeable.exchange, 1, 10610, 9778
core.chargeable.exchange, 3, 10613, 9783
core.chargeable.exchange, 13, 10626, 9791
core.chargeable.exchange, 1, 10627, 9796
core.chargeable.exchange, 7, 10634, 9802
core.chargeable.exchange, 1, 10635, 9807
core.chargeable.exchange, 1, 10636, 9812
core.chargeable.exchange, 1, 10637, 9817
core.chargeable.exchange, 1, 10638, 9824
core.chargeable.exchange, 9, 10647, 9831
core.chargeable.exchange, 4, 10651, 9836
core.chargeable.exchange, 17, 10668, 9841
core.chargeable.exchange, 4, 10672, 9846
core.chargeable.exchange, 15, 10687, 9851
core.chargeable.exchange, 7, 10694, 9856
core.chargeable.exchange, 12, 10706, 9861
core.chargeable.exchange, 4, 10710, 9866
core.chargeable.exchange, 8, 10718, 9871
core.chargeable.exchange, 1, 10719, 9881
core.chargeable.exchange, 1, 10720, 9888
core.chargeable.exchange, 1, 10721, 11844
core.chargeable.exchange, 1, 10722, 11848
core.chargeable.exchange, 1, 10723, 11853
core.chargeable.exchange, 1, 10724, 11859
core.chargeable.exchange, 1, 10725, 11865
core.chargeable.exchange, 1, 10726, 11881
core.chargeable.exchange, 2, 10728, 11886
core.chargeable.exchange, 4, 10732, 11892
core.chargeable.exchange, 6, 10738, 11898
core.chargeable.exchange, 1, 10739, 11904
core.chargeable.exchange, 1, 10740, 11909
core.chargeable.exchange, 6, 10746, 11914
core.chargeable.exchange, 1, 10747, 11919
core.chargeable.exchange, 1, 10748, 11924
core.chargeable.exchange, 2, 10750, 11929
core.chargeable.exchange, 1, 10751, 11934
core.chargeable.exchange, 1, 10752, 11939
core.chargeable.exchange, 1, 10753, 11944
core.chargeable.exchange, 2, 10755, 11949
core.chargeable.exchange, 1, 10756, 11954
core.chargeable.exchange, 1, 10757, 11959
core.chargeable.exchange, 1, 10758, 11964
core.chargeable.exchange, 1, 10759, 11969
core.chargeable.exchange, 1, 10760, 11974
core.chargeable.exchange, 1, 10761, 11979
core.chargeable.exchange, 1, 10762, 11984
core.chargeable.exchange, 21, 10783, 11989
core.chargeable.exchange, 2, 10785, 11995
core.chargeable.exchange, 3, 10788, 12000
core.chargeable.exchange, 4, 10792, 12005
core.chargeable.exchange, 1, 10793, 12048
core.chargeable.exchange, 1, 10794, 12055
core.chargeable.exchange, 2, 10796, 12060
core.chargeable.exchange, 1, 10797, 12065
core.chargeable.exchange, 1, 10798, 12070
core.chargeable.exchange, 1, 10799, 12075
core.chargeable.exchange, 1, 10800, 12080
core.chargeable.exchange, 2, 10802, 12085
core.chargeable.exchange, 6, 10808, 12090
core.chargeable.exchange, 1, 10809, 12095
core.chargeable.exchange, 1, 10810, 12101
core.chargeable.exchange, 3, 10813, 12107
core.chargeable.exchange, 1, 10814, 12113
core.chargeable.exchange, 1, 10815, 12119
core.chargeable.exchange, 1, 10816, 12125
core.chargeable.exchange, 1, 10817, 12131
core.chargeable.exchange, 12, 10829, 12137
core.chargeable.exchange, 1, 10830, 12143
core.chargeable.exchange, 1, 10831, 12149
core.chargeable.exchange, 2, 10833, 12155
core.chargeable.exchange, 36, 10869, 12161
core.chargeable.exchange, 1, 10870, 12167
core.chargeable.exchange, 1, 10871, 12173
core.chargeable.exchange, 1, 10872, 12179
core.chargeable.exchange, 2, 10874, 12185
core.chargeable.exchange, 1, 10875, 12193
core.chargeable.exchange, 12, 10887, 12199
core.chargeable.exchange, 3, 10890, 12205
core.chargeable.exchange, 1, 10891, 12211
core.chargeable.exchange, 1, 10892, 12217
core.chargeable.exchange, 2, 10894, 12223
core.chargeable.exchange, 14, 10908, 12229
core.chargeable.exchange, 1, 10909, 12235
core.chargeable.exchange, 1, 10910, 12241
core.chargeable.exchange, 2, 10912, 12247
core.chargeable.exchange, 1, 10913, 12253
core.chargeable.exchange, 1, 10914, 12258
core.chargeable.exchange, 2, 10916, 12263
core.chargeable.exchange, 2, 10918, 12270
core.chargeable.exchange, 2, 10920, 12276
core.chargeable.exchange, 1, 10921, 12288
core.chargeable.exchange, 1, 10922, 12294
core.chargeable.exchange, 3, 10925, 12300
core.chargeable.exchange, 3, 10928, 12306
core.chargeable.exchange, 1, 10929, 12312
core.chargeable.exchange, 1, 10930, 12318
core.chargeable.exchange, 1, 10931, 12323
core.chargeable.exchange, 1, 10932, 12328
core.chargeable.exchange, 1, 10933, 12333
core.chargeable.exchange, 1, 10934, 12338
core.chargeable.exchange, 1, 10935, 12343
core.chargeable.exchange, 1, 10936, 12348
core.chargeable.exchange, 1, 10937, 12353
core.chargeable.exchange, 1, 10938, 12358
core.chargeable.exchange, 6, 10944, 12390
core.chargeable.exchange, 1, 10945, 12394
core.chargeable.exchange, 1, 10946, 12407
core.chargeable.exchange, 1, 10947, 12412
core.chargeable.exchange, 6, 10953, 12417
core.chargeable.exchange, 1, 10954, 12422
core.chargeable.exchange, 5, 10959, 12429
core.chargeable.exchange, 9, 10968, 12438
core.chargeable.exchange, 1, 10969, 12443
core.chargeable.exchange, 1, 10970, 12448
core.chargeable.exchange, 7, 10977, 12453
core.chargeable.exchange, 1, 10978, 12459
core.chargeable.exchange, 1, 10979, 12465
core.chargeable.exchange, 1, 10980, 12471
core.chargeable.exchange, 1, 10981, 12477
core.chargeable.exchange, 3, 10984, 12483
core.chargeable.exchange, 1, 10985, 12489
core.chargeable.exchange, 1, 10986, 12495
core.chargeable.exchange, 2, 10988, 12501
core.chargeable.exchange, 6, 10994, 12507
core.chargeable.exchange, 1, 10995, 12513
core.chargeable.exchange, 4, 10999, 12519
core.chargeable.exchange, 5, 11004, 12525
core.chargeable.exchange, 1, 11005, 12531
core.chargeable.exchange, 1, 11006, 12537
core.chargeable.exchange, 1, 11007, 12545
core.chargeable.exchange, 7, 11014, 12550
core.chargeable.exchange, 1, 11015, 12557
core.chargeable.exchange, 1, 11016, 12562
core.chargeable.exchange, 1, 11017, 12568
core.chargeable.exchange, 1, 11018, 12574
core.chargeable.exchange, 1, 11019, 12580
core.chargeable.exchange, 7, 11026, 12586
core.chargeable.exchange, 5, 11031, 12595
core.chargeable.exchange, 3, 11034, 12601
core.chargeable.exchange, 1, 11035, 12608
core.chargeable.exchange, 17, 11052, 12615
core.chargeable.exchange, 1, 11053, 12620
core.chargeable.exchange, 2, 11055, 12625
core.chargeable.exchange, 7, 11062, 12630
core.chargeable.exchange, 1, 11063, 12635
core.chargeable.exchange, 1, 11064, 12640
core.chargeable.exchange, 3, 11067, 12645
core.chargeable.exchange, 3, 11070, 12650
core.chargeable.exchange, 1, 11071, 12657
core.chargeable.exchange, 3, 11074, 12662
core.chargeable.exchange, 1, 11075, 12669
core.chargeable.exchange, 7, 11082, 12674
core.chargeable.exchange, 2, 11084, 12679
core.chargeable.exchange, 1, 11085, 12684
core.chargeable.exchange, 10, 11095, 12689
core.chargeable.exchange, 1, 11096, 12694
core.chargeable.exchange, 1, 11097, 12699
core.chargeable.exchange, 1, 11098, 12704
core.chargeable.exchange, 1, 11099, 12709
core.chargeable.exchange, 3, 11102, 12714
